
20250403-1,1.0,2025-04-03T06:40:52.183Z,47,student,50,Real;Real;Real;Real;Real;Real;Real;Real;Real;Real,;;;;;;;;;,242
20250403-1,1.1,2025-04-03T06:40:56.879Z,47,student,50,Real;Real;Real;Real;Real;Real;Real;Real;Real;Real,;;;;;;;;;,2
